"yrplotid","MEASYEAR","STATECD","COUNTYCD","PLOT","LICH_SPPCD","ABUNDANCE_CLASS","taxon_change"
"2002_42_115_2300",2002,42,115,2300,8302,1,NA
"2002_42_117_2103",2002,42,117,2103,1012,1,NA
"2002_42_117_2103",2002,42,117,2103,1225,1,NA
"2002_42_117_2103",2002,42,117,2103,1211,3,"REF_FIA"
"2002_42_117_2103",2002,42,117,2103,2822,1,NA
"2002_42_117_2103",2002,42,117,2103,3116,1,NA
"2002_42_117_2103",2002,42,117,2103,4015,1,NA
"2002_42_117_2103",2002,42,117,2103,4201,3,NA
"2002_42_117_2103",2002,42,117,2103,4806,2,NA
"2002_42_117_2103",2002,42,117,2103,5613,3,NA
"2002_42_117_2103",2002,42,117,2103,5614,3,NA
"2002_42_117_2103",2002,42,117,2103,5716,3,NA
"2002_42_123_2717",2002,42,123,2717,1012,2,NA
"2002_42_123_2717",2002,42,123,2717,1225,3,NA
"2002_42_123_2717",2002,42,123,2717,2601,2,NA
"2002_42_123_2717",2002,42,123,2717,3100,3,NA
"2002_42_123_2717",2002,42,123,2717,4805,3,NA
"2002_42_123_2717",2002,42,123,2717,4806,3,NA
"2002_42_125_2160",2002,42,125,2160,2601,2,NA
"2002_42_125_2160",2002,42,125,2160,4806,2,NA
"2002_42_125_2160",2002,42,125,2160,5716,3,NA
"2002_42_125_2160",2002,42,125,2160,5723,3,NA
"2002_42_125_2160",2002,42,125,2160,6713,2,"REF_FIA"
"2002_42_127_2525",2002,42,127,2525,1012,2,NA
"2002_42_127_2525",2002,42,127,2525,1207,3,NA
"2002_42_127_2525",2002,42,127,2525,2804,3,NA
"2002_42_127_2525",2002,42,127,2525,5614,3,NA
"2002_42_127_2525",2002,42,127,2525,5716,3,NA
"2002_42_127_2525",2002,42,127,2525,6708,2,NA
"2002_42_127_2525",2002,42,127,2525,8301,2,NA
"2002_42_129_2903",2002,42,129,2903,4551,2,"REF_FIA"
"2002_42_129_2903",2002,42,129,2903,1225,2,NA
"2002_42_129_2903",2002,42,129,2903,4806,2,NA
"2002_42_129_2903",2002,42,129,2903,5614,3,NA
"2002_42_129_2903",2002,42,129,2903,5716,3,NA
"2002_42_129_2903",2002,42,129,2903,6713,3,"REF_FIA"
"2003_42_3_2959",2003,42,3,2959,2601,1,NA
"2003_42_3_2959",2003,42,3,2959,5613,3,NA
"2003_42_3_2959",2003,42,3,2959,5716,3,NA
"2003_42_5_3303",2003,42,5,3303,2601,2,NA
"2003_42_5_3303",2003,42,5,3303,4800,2,NA
"2003_42_5_3303",2003,42,5,3303,5614,3,NA
"2003_42_5_3303",2003,42,5,3303,5716,3,NA
"2003_42_5_3303",2003,42,5,3303,6700,3,NA
"2003_42_5_5244",2003,42,5,5244,1211,3,"REF_FIA"
"2003_42_5_5244",2003,42,5,5244,1234,3,NA
"2003_42_5_5244",2003,42,5,5244,2601,3,NA
"2003_42_5_5244",2003,42,5,5244,4806,3,NA
"2003_42_5_5244",2003,42,5,5244,5613,2,NA
"2003_42_5_5244",2003,42,5,5244,5614,3,NA
"2003_42_5_5244",2003,42,5,5244,5716,3,NA
"2003_42_5_5244",2003,42,5,5244,6713,3,"REF_FIA"
"2003_42_9_5977",2003,42,9,5977,4201,3,NA
"2003_42_9_5977",2003,42,9,5977,5614,3,NA
"2003_42_9_5977",2003,42,9,5977,5716,3,NA
"2003_42_9_5977",2003,42,9,5977,5723,2,NA
"2003_42_9_5977",2003,42,9,5977,6700,2,NA
"2003_42_9_5977",2003,42,9,5977,6809,1,"REF_FIA"
"2003_42_11_3336",2003,42,11,3336,2601,3,NA
"2003_42_11_3336",2003,42,11,3336,5303,2,NA
"2003_42_11_3336",2003,42,11,3336,5329,3,NA
"2003_42_11_3336",2003,42,11,3336,5614,3,NA
"2003_42_11_3336",2003,42,11,3336,6713,3,"REF_FIA"
"2003_42_11_3336",2003,42,11,3336,5300,2,"REF_FIA"
"2003_42_15_3865",2003,42,15,3865,2601,3,NA
"2003_42_15_3865",2003,42,15,3865,4015,3,NA
"2003_42_15_3865",2003,42,15,3865,4806,3,NA
"2003_42_15_3865",2003,42,15,3865,5613,3,NA
"2003_42_15_3865",2003,42,15,3865,5614,3,NA
"2003_42_15_3865",2003,42,15,3865,5716,3,NA
"2003_42_15_3865",2003,42,15,3865,5723,3,NA
"2003_42_15_3865",2003,42,15,3865,8000,2,NA
"2003_42_15_3865",2003,42,15,3865,8301,3,NA
"2003_42_15_4744",2003,42,15,4744,5723,3,NA
"2003_42_15_4744",2003,42,15,4744,4806,3,NA
"2003_42_15_4744",2003,42,15,4744,5613,3,NA
"2003_42_15_4744",2003,42,15,4744,5614,3,NA
"2003_42_15_4744",2003,42,15,4744,5716,3,NA
"2003_42_15_4744",2003,42,15,4744,5901,3,NA
"2003_42_15_4744",2003,42,15,4744,6700,2,NA
"2003_42_19_3885",2003,42,19,3885,2601,2,NA
"2003_42_19_3885",2003,42,19,3885,4806,2,NA
"2003_42_19_3885",2003,42,19,3885,5613,3,NA
"2003_42_19_3885",2003,42,19,3885,5716,2,NA
"2003_42_19_3885",2003,42,19,3885,5723,2,NA
"2003_42_19_3885",2003,42,19,3885,5801,2,NA
"2003_42_19_3885",2003,42,19,3885,6700,1,NA
"2003_42_23_4610",2003,42,23,4610,1012,2,NA
"2003_42_23_4610",2003,42,23,4610,1225,3,NA
"2003_42_23_4610",2003,42,23,4610,1229,3,NA
"2003_42_23_4610",2003,42,23,4610,2601,3,NA
"2003_42_23_4610",2003,42,23,4610,2702,3,NA
"2003_42_23_4610",2003,42,23,4610,3100,2,NA
"2003_42_23_4610",2003,42,23,4610,4015,3,NA
"2003_42_23_4610",2003,42,23,4610,4806,3,NA
"2003_42_23_4610",2003,42,23,4610,5614,2,NA
"2003_42_23_4610",2003,42,23,4610,6713,3,"REF_FIA"
"2003_42_33_3350",2003,42,33,3350,1225,3,"REF_FIA"
"2003_42_33_3350",2003,42,33,3350,2601,3,NA
"2003_42_33_3350",2003,42,33,3350,3116,1,NA
"2003_42_33_3350",2003,42,33,3350,4804,1,NA
"2003_42_33_3350",2003,42,33,3350,4806,3,NA
"2003_42_33_3350",2003,42,33,3350,5314,2,NA
"2003_42_33_3350",2003,42,33,3350,5716,3,NA
"2003_42_33_3350",2003,42,33,3350,6713,3,"REF_FIA"
"2003_42_33_3350",2003,42,33,3350,8069,1,NA
"2003_42_33_3637",2003,42,33,3637,1225,2,"REF_FIA"
"2003_42_33_3637",2003,42,33,3637,1214,2,NA
"2003_42_33_3637",2003,42,33,3637,1225,2,NA
"2003_42_33_3637",2003,42,33,3637,2601,1,NA
"2003_42_33_3637",2003,42,33,3637,3100,1,NA
"2003_42_33_3637",2003,42,33,3637,4806,3,NA
"2003_42_33_3637",2003,42,33,3637,5303,2,NA
"2003_42_33_3637",2003,42,33,3637,6713,2,"REF_FIA"
"2003_42_33_5479",2003,42,33,5479,1012,2,NA
"2003_42_33_5479",2003,42,33,5479,1225,3,"REF_FIA"
"2003_42_33_5479",2003,42,33,5479,1225,3,NA
"2003_42_33_5479",2003,42,33,5479,1211,3,"REF_FIA"
"2003_42_33_5479",2003,42,33,5479,2601,2,NA
"2003_42_33_5479",2003,42,33,5479,4806,3,NA
"2003_42_33_5479",2003,42,33,5479,5202,1,NA
"2003_42_33_5479",2003,42,33,5479,5614,2,NA
"2003_42_33_5479",2003,42,33,5479,5716,1,NA
"2003_42_33_5479",2003,42,33,5479,6713,3,"REF_FIA"
"2003_42_33_5479",2003,42,33,5479,6708,2,NA
"2003_42_35_5449",2003,42,35,5449,2601,3,NA
"2003_42_35_5449",2003,42,35,5449,3116,2,NA
"2003_42_35_5449",2003,42,35,5449,4201,3,NA
"2003_42_35_5449",2003,42,35,5449,4805,3,NA
"2003_42_35_5449",2003,42,35,5449,4806,3,NA
"2003_42_35_5449",2003,42,35,5449,5614,3,NA
"2003_42_35_5449",2003,42,35,5449,5716,3,NA
"2003_42_35_5449",2003,42,35,5449,6713,3,"REF_FIA"
"2003_42_35_5449",2003,42,35,5449,8301,2,NA
"2003_42_35_5585",2003,42,35,5585,1012,3,NA
"2003_42_35_5585",2003,42,35,5585,1211,3,NA
"2003_42_35_5585",2003,42,35,5585,1225,3,NA
"2003_42_35_5585",2003,42,35,5585,1229,3,NA
"2003_42_35_5585",2003,42,35,5585,2601,3,NA
"2003_42_35_5585",2003,42,35,5585,2702,3,NA
"2003_42_35_5585",2003,42,35,5585,3116,3,NA
"2003_42_35_5585",2003,42,35,5585,3301,3,NA
"2003_42_35_5585",2003,42,35,5585,4015,3,NA
"2003_42_35_5585",2003,42,35,5585,4806,3,NA
"2003_42_35_5585",2003,42,35,5585,5614,3,NA
"2003_42_35_5585",2003,42,35,5585,5716,3,NA
"2003_42_35_5585",2003,42,35,5585,6713,3,"REF_FIA"
"2003_42_35_5585",2003,42,35,5585,6708,3,NA
"2003_42_43_3545",2003,42,43,3545,1012,2,NA
"2003_42_43_3545",2003,42,43,3545,4800,1,NA
"2003_42_43_3545",2003,42,43,3545,5716,3,NA
"2003_42_43_3545",2003,42,43,3545,6700,2,NA
"2003_42_43_3545",2003,42,43,3545,8301,3,NA
"2003_42_51_4906",2003,42,51,4906,5614,2,NA
"2003_42_55_3151",2003,42,55,3151,5613,3,NA
"2003_42_55_3151",2003,42,55,3151,5614,3,NA
"2003_42_55_3151",2003,42,55,3151,5716,3,NA
"2003_42_55_3151",2003,42,55,3151,5801,3,NA
"2003_42_55_3151",2003,42,55,3151,6708,2,NA
"2003_42_55_3151",2003,42,55,3151,8301,3,NA
"2003_42_57_5418",2003,42,57,5418,1012,3,NA
"2003_42_57_5418",2003,42,57,5418,2601,3,NA
"2003_42_57_5418",2003,42,57,5418,3100,3,NA
"2003_42_57_5418",2003,42,57,5418,5614,3,NA
"2003_42_57_5418",2003,42,57,5418,5716,3,NA
"2003_42_57_5418",2003,42,57,5418,6713,3,"REF_FIA"
"2003_42_59_3895",2003,42,59,3895,1225,1,"REF_FIA"
"2003_42_59_3895",2003,42,59,3895,2601,3,NA
"2003_42_59_3895",2003,42,59,3895,4202,2,NA
"2003_42_59_3895",2003,42,59,3895,4806,3,NA
"2003_42_59_3895",2003,42,59,3895,5614,3,NA
"2003_42_59_3895",2003,42,59,3895,5716,3,NA
"2003_42_59_3895",2003,42,59,3895,6713,3,"REF_FIA"
"2003_42_61_5832",2003,42,61,5832,2601,2,NA
"2003_42_61_5832",2003,42,61,5832,2704,3,NA
"2003_42_61_5832",2003,42,61,5832,4806,3,NA
"2003_42_61_5832",2003,42,61,5832,5614,3,NA
"2003_42_61_5832",2003,42,61,5832,5716,3,NA
"2003_42_61_5832",2003,42,61,5832,6705,3,NA
"2003_42_61_5832",2003,42,61,5832,6713,3,"REF_FIA"
"2003_42_61_5832",2003,42,61,5832,6708,3,NA
"2003_42_69_5870",2003,42,69,5870,4800,3,NA
"2003_42_69_5870",2003,42,69,5870,5716,3,NA
"2003_42_79_5354",2003,42,79,5354,1214,3,NA
"2003_42_79_5354",2003,42,79,5354,2601,3,NA
"2003_42_79_5354",2003,42,79,5354,4015,3,NA
"2003_42_79_5354",2003,42,79,5354,5101,2,NA
"2003_42_79_5354",2003,42,79,5354,5614,3,NA
"2003_42_79_5354",2003,42,79,5354,5716,3,NA
"2003_42_79_5354",2003,42,79,5354,6713,3,"REF_FIA"
"2003_42_81_3290",2003,42,81,3290,1225,2,"REF_FIA"
"2003_42_81_3290",2003,42,81,3290,1211,3,NA
"2003_42_81_3290",2003,42,81,3290,1211,1,"REF_FIA"
"2003_42_81_3290",2003,42,81,3290,2601,3,NA
"2003_42_81_3290",2003,42,81,3290,2702,3,NA
"2003_42_81_3290",2003,42,81,3290,3116,3,NA
"2003_42_81_3290",2003,42,81,3290,4015,2,NA
"2003_42_81_3290",2003,42,81,3290,4805,3,NA
"2003_42_81_3290",2003,42,81,3290,4806,3,NA
"2003_42_81_3290",2003,42,81,3290,5614,3,NA
"2003_42_81_3290",2003,42,81,3290,5716,3,NA
"2003_42_81_3290",2003,42,81,3290,5723,1,NA
"2003_42_81_3290",2003,42,81,3290,6713,3,"REF_FIA"
"2003_42_81_3290",2003,42,81,3290,6808,3,NA
"2003_42_83_3075",2003,42,83,3075,1211,3,NA
"2003_42_83_3075",2003,42,83,3075,1211,2,"REF_FIA"
"2003_42_83_3075",2003,42,83,3075,5614,2,NA
"2003_42_83_3075",2003,42,83,3075,6700,2,NA
"2003_42_83_4727",2003,42,83,4727,1012,2,NA
"2003_42_83_4727",2003,42,83,4727,2601,2,NA
"2003_42_83_4727",2003,42,83,4727,3301,1,NA
"2003_42_83_4727",2003,42,83,4727,4806,2,NA
"2003_42_83_4727",2003,42,83,4727,5614,3,NA
"2003_42_83_4727",2003,42,83,4727,5716,2,NA
"2003_42_83_4727",2003,42,83,4727,5901,2,NA
"2003_42_85_3650",2003,42,85,3650,2601,2,NA
"2003_42_85_3650",2003,42,85,3650,4806,3,NA
"2003_42_85_3650",2003,42,85,3650,5716,2,NA
"2003_42_85_3650",2003,42,85,3650,6700,2,NA
"2003_42_87_4458",2003,42,87,4458,1012,3,NA
"2003_42_87_4458",2003,42,87,4458,2601,3,NA
"2003_42_87_4458",2003,42,87,4458,3218,3,NA
"2003_42_87_4458",2003,42,87,4458,3301,2,NA
"2003_42_87_4458",2003,42,87,4458,4201,3,NA
"2003_42_87_4458",2003,42,87,4458,4204,2,NA
"2003_42_87_4458",2003,42,87,4458,4806,3,NA
"2003_42_87_4458",2003,42,87,4458,5716,3,NA
"2003_42_87_4458",2003,42,87,4458,5723,2,NA
"2003_42_87_4458",2003,42,87,4458,6713,3,"REF_FIA"
"2003_42_87_4458",2003,42,87,4458,6708,3,NA
"2003_42_103_3045",2003,42,103,3045,2601,2,NA
"2003_42_103_3045",2003,42,103,3045,4000,1,NA
"2003_42_103_3045",2003,42,103,3045,4201,2,NA
"2003_42_103_3045",2003,42,103,3045,4800,2,NA
"2003_42_103_3045",2003,42,103,3045,5716,3,NA
"2003_42_103_3045",2003,42,103,3045,5613,3,NA
"2003_42_103_3045",2003,42,103,3045,5614,3,NA
"2003_42_103_3045",2003,42,103,3045,6708,2,NA
"2003_42_109_4041",2003,42,109,4041,1234,3,NA
"2003_42_109_4041",2003,42,109,4041,2601,2,NA
"2003_42_109_4041",2003,42,109,4041,3218,3,NA
"2003_42_109_4041",2003,42,109,4041,4201,3,NA
"2003_42_109_4041",2003,42,109,4041,5613,3,NA
"2003_42_109_4041",2003,42,109,4041,5614,3,NA
"2003_42_109_4041",2003,42,109,4041,5704,3,NA
"2003_42_109_4041",2003,42,109,4041,6705,3,NA
"2003_42_109_4041",2003,42,109,4041,6713,3,"REF_FIA"
"2003_42_109_4041",2003,42,109,4041,8301,2,NA
"2003_42_111_3060",2003,42,111,3060,2601,3,NA
"2003_42_111_3060",2003,42,111,3060,4806,3,NA
"2003_42_111_3060",2003,42,111,3060,5716,3,NA
"2003_42_111_3060",2003,42,111,3060,6713,3,"REF_FIA"
"2003_42_115_5281",2003,42,115,5281,1225,3,"REF_FIA"
"2003_42_115_5281",2003,42,115,5281,2601,3,NA
"2003_42_115_5281",2003,42,115,5281,4015,1,NA
"2003_42_115_5281",2003,42,115,5281,4806,3,NA
"2003_42_115_5281",2003,42,115,5281,5613,3,NA
"2003_42_115_5281",2003,42,115,5281,5614,3,NA
"2003_42_115_5281",2003,42,115,5281,5716,3,NA
"2003_42_115_5281",2003,42,115,5281,6713,3,"REF_FIA"
"2003_42_115_5281",2003,42,115,5281,8301,3,NA
"2003_42_117_4178",2003,42,117,4178,1225,3,NA
"2003_42_117_4178",2003,42,117,4178,1211,3,"REF_FIA"
"2003_42_117_4178",2003,42,117,4178,2601,3,NA
"2003_42_117_4178",2003,42,117,4178,4015,3,NA
"2003_42_117_4178",2003,42,117,4178,4806,3,NA
"2003_42_117_4178",2003,42,117,4178,5614,2,NA
"2003_42_117_4178",2003,42,117,4178,6708,3,NA
"2003_42_121_5557",2003,42,121,5557,1225,3,"REF_FIA"
"2003_42_121_5557",2003,42,121,5557,1214,3,NA
"2003_42_121_5557",2003,42,121,5557,1225,3,NA
"2003_42_121_5557",2003,42,121,5557,2601,3,NA
"2003_42_121_5557",2003,42,121,5557,4806,2,NA
"2003_42_121_5557",2003,42,121,5557,5300,2,NA
"2003_42_121_5557",2003,42,121,5557,5614,3,NA
"2003_42_121_5557",2003,42,121,5557,5716,3,NA
"2003_42_121_5557",2003,42,121,5557,6700,2,NA
"2003_42_125_6017",2003,42,125,6017,2601,3,NA
"2003_42_125_6017",2003,42,125,6017,2702,2,NA
"2003_42_125_6017",2003,42,125,6017,4015,2,NA
"2003_42_125_6017",2003,42,125,6017,4806,3,NA
"2003_42_125_6017",2003,42,125,6017,5300,2,NA
"2003_42_125_6017",2003,42,125,6017,5716,3,NA
"2003_42_125_6017",2003,42,125,6017,6705,2,NA
"2003_42_127_5039",2003,42,127,5039,1012,3,NA
"2003_42_127_5039",2003,42,127,5039,1225,3,"REF_FIA"
"2003_42_127_5039",2003,42,127,5039,1225,3,NA
"2003_42_127_5039",2003,42,127,5039,1211,3,"REF_FIA"
"2003_42_127_5039",2003,42,127,5039,1243,3,NA
"2003_42_127_5039",2003,42,127,5039,2601,3,NA
"2003_42_127_5039",2003,42,127,5039,3116,2,NA
"2003_42_127_5039",2003,42,127,5039,4015,3,NA
"2003_42_127_5039",2003,42,127,5039,4201,3,NA
"2003_42_127_5039",2003,42,127,5039,4805,2,NA
"2003_42_127_5039",2003,42,127,5039,4806,3,NA
"2003_42_127_5039",2003,42,127,5039,5614,3,NA
"2003_42_127_5039",2003,42,127,5039,5716,3,NA
"2003_42_127_5039",2003,42,127,5039,5901,3,NA
"2003_42_127_5039",2003,42,127,5039,6713,3,"REF_FIA"
